"researcher","date","location","song","placement","time","type","genre","species","style","coloration","jam_leader","jam_elements","notes","notes_time"
"Andy","1987/2/13","Johnson, VT","Good Times Bad Times","Set Closer",266,"Classic Rock","Type 1","Standard Rock Jam (Type 1)","Dirty","Dirty","Trey","[]","",""
"Andy","1987/2/13","Johnson, VT","Wilson","Set 2 Opener",381,"Groove Rock/Funk Rock","Type 1","Meat and Potatoes","Dirty","Dirty","Full Band","[]","No real jamming or soling, just kind of empty, embellishments not developed yet",""
"Andy","1987/2/13","Johnson, VT","Melt the Guns","Mid 2nd Set",501,"Jazz Rock","Type 2","Experimental (Pushing Boundaries)","Dark and Light","Dark and Light","Full Band","[]","WOW -  now they are cooking, taking it out",""
"Andy","1987/2/13","Johnson, VT","Dave's Energy Guide","Mid 2nd Set",132,"Prog Rock","Type 1","","","","","[]","",""
"Andy","1987/2/13","Johnson, VT","Harry Hood","Set Closer",584,"Jazz Rock","Type 1","Meat and Potatoes","Happy (Major Chords)","Happy (Major Chords)","","[]","",""
"Andy","1987/2/21","Burlington, VT","Fire","Mid-set",233,"Classic Rock","Type 1","Standard Rock Jam (Type 1)","","","Trey","[]","",""
"Andy","1987/2/21","Burlington, VT","Suzy Greenberg","Mid-set",423,"Groove Rock/Funk Rock","Type 1","Meat and Potatoes","","","Full Band","[]","this version more resembles modern version - Mike exploring more",""
"Andy","1987/2/21","Burlington, VT","Camel Walk","Mid 2nd Set",390,"Prog Rock","Type 2","Experimental (Pushing Boundaries)","Dirty/Blues","Dirty/Blues","Full Band","[]","great synth work awesome scatting, this is some out shit!",""
"Andy","1987/2/21","Burlington, VT","Back Porch Boogie Blues","Mid 2nd Set",510,"Psychedelic rock","Type 2","Meat and Potatoes","Dirty/Blues","Dirty/Blues","Trey","[""Sirens""]","Wow, very interesting ending and jam is pretty electric",""
"Andy","1987/2/21","Burlington, VT","Lushington","Mid 2nd Set",366,"Jazz Rock","Type 1","Happy (Major Chords)","Mixolydian","Mixolydian","","[]","",""
"Andy","1987/2/21","Burlington, VT","Boogie On Reggae Woman","Mid 2nd Set",317,"Funk","Type 1","Happy (Major Chords)","Mixolydian","Mixolydian","Mike","[]","",""
"Andy","1987/2/21","Burlington, VT","Ya Mar","Mid 2nd Set",395,"Calypso","Type 1","Meat and Potatoes","Happy (Major Chords)","Happy (Major Chords)","Taking Turns","[]","Page steel drum keys patch",""
"Andy","1987/2/21","Burlington, VT","Corinna","Mid 2nd Set",385,"Classic Rock","Type 1","Contemplation/Reflection","Happy (Major Chords)","Happy (Major Chords)","","[]","",""
"Andy","1987/2/21","Burlington, VT","Alumni Blues","Set 2 Closer",398,"Funk","Type 1","Meat and Potatoes","Dirty/Blues","Dirty/Blues","","[]","",""
"Andy","1987/3/23","Burlington, VT","You Enjoy Myself","Mid-set",659,"Funk","Type 1","Standard Rock Jam (Type 1)","Dirty/Blues","Dirty/Blues","Taking Turns","[]","Trey Peaks it hard drives the band",""
"Andy","1987/5/11","Burlington, VT","You Enjoy Myself","Opener",833,"Funk","Type 1","Standard Rock Jam (Type 1)","Dirty/Blues","Dirty/Blues","Taking Turns","[]","",""
"Andy","1987/5/11","Burlington, VT","Makisupa Policeman","Mid 1st Set",576,"Reggae","","Millenial (Sirens, Delays, Tractor Beams)","","","","[]","",""
"Andy","1987/5/11","Burlington, VT","Ya Mar","Set 2 Closer",447,"Calypso","","Meat and Potatoes","","","","[]","",""
"Andy","1987/5/20","South Burlington, VT","Back Porch Boogie Blues","Mid-set",571,"Bluegrass","Type 1","Meat and Potatoes","Dirty/Blues","Dirty/Blues","Taking Turns","[]","",""
"Andy","1987/5/20","South Burlington, VT","You Enjoy Myself","Mid-set",1065,"Funk","Type 1","Standard Rock Jam (Type 1)","Dirty/Blues","Dirty/Blues","Taking Turns","[]","",""
"Andy","1987/5/20","South Burlington, VT","Alumni Blues","Set 2 Closer",664,"Funk","Type 1","Meat and Potatoes","Dirty/Blues","Dirty/Blues","Taking Turns","[]","",""
"Andy","1987/8/9","Burlington, VT","The Curtain With","Set 2 Opener",675,"Jazz Rock","Type 1","Contemplation/Reflection","Modal","Modal","Trey","[]","",""
"Andy","1987/8/9","Burlington, VT","Skin It Back","Mid-set",283,"Groove Rock/Funk Rock","Type 1","Standard Rock Jam (Type 1)","","","Trey","[]","Trey's tone is sounding much thicker at the show",""
"Andy","1987/8/9","Burlington, VT","The Sloth","Mid-set",135,"Psychedelic rock","Type 1","Style","Dirty/Bluesy","Dirty/Bluesy","","[]","A MUST HEAR - so cool the way this song evolved",""
"Andy","1987/8/9","Burlington, VT","Light Up Or Leave Me Alone","Mid-set",496,"Psychedelic rock","Type 2","Basic Tension and Release (Stash)","Dark, Sinister, Evil","Dark, Sinister, Evil","Taking Turns","[]","",""
"Andy","1987/9/2","Burlington, VT","Timber (Jerry)","Mid 2nd Set",506,"Psychedelic rock","Type 2","Basic Tension and Release (Stash)","Mixolydian","Mixolydian","Trey","[]","Very good jam for 1987, early example of tension and release style",""
"Andy","1987/10/14","Burlington, VT","David Bowie","Set 2 Opener",699,"Jazz Rock","Type 1","Basic Tension and Release (Stash)","Dorian (minor mixolydian)","Dorian (minor mixolydian)","Trey","[]","",""
"Andy","1987/10/31","Plainfield, VT","Jam","Opener",486,"African","Type 2","Experimental (Pushing Boundaries)","Dirty/Bluesy","Dirty/Bluesy","Full Band","[]","Start out all percussion>funk sounds like Chuck Brown ""bustin loose"" Trey eventually enters and start to solo over the melee. Pretty high energy stuff, incredible work from Fishman - Low rider teases and P-funk",""
"Andy","1987/10/31","Plainfield, VT","Whipping Post","Mid 1st Set",734,"Psychedelic Rock","Type 2","Basic Tension and Release (Stash)","Dark, Sinister, Evil","Dark, Sinister, Evil","Full Band","[]","Start out all percussion>funk sounds like Chuck Brown ""bustin loose"" Trey eventually enters and start to solo over the melee. Pretty high energy stuff, incredible work from Fishman - Low rider teases and P-funk",""
"Andy","1987/10/31","Plainfield, VT","Sneakin' Sally Through the Alley","Mid 1st Set",390,"Scat","Type 2","Vocal","Mixolydian","Mixolydian","Full Band","[]","Great vocal jam! very similiar to modern sally vocs jams but this one has a distinct new orleans flare",""
"Andy","1987/10/31","Plainfield, VT","Halley's Comet","Mid 1st Set",415,"Psychedelic Rock","Type 2","Meat and Potatoes","Mixolydian","Mixolydian","Full Band","[]","Cool version, lots of vocalists - falsetto Trey, short but very interesting group jam at the end",""
"Andy","1987/10/31","Plainfield, VT","Timber (Jerry)","Mid 2nd Set",502,"Psychedelic rock","Type 2","Basic Tension and Release (Stash)","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[]","Trey references nipple slicing in 1st verse, Great solo from Trey>verse 2>more of a group solo/jam",""
"Andy","1987/10/31","Plainfield, VT","You Enjoy Myself","Set 1 Closer",899,"Psychedelic rock","Type 1","Standard Rock Jam (Type 1)","Dirty/Bluesy","Dirty/Bluesy","Taking Turns","[]","VERY COOL - Trey lays down feedback loops on Pages solo! Then Trey shreds it so hard and uses his Whammy pedal to push it into the stratosphere into Mike's bass solo>vocal jam which is one of the first modern style vocal jams, Very strange and psychedelic and SCARY!",""
"Andy","1987/11/19","Burlington, VT","McGrupp and the Watchful Hosemasters","Opener",594,"Prog Rock","Type 2","Experimental (Pushing Boundaries)","Mystical","Mystical","Page","[]","VERY Genesis-ish!",""
"Andy","1987/11/19","Burlington, VT","Harry Hood","Mid 1st Set",701,"Jazz Rock","Type 1","Contemplation/Reflection","Happy (Major Chords)","Happy (Major Chords)","Trey","[]","Great early Hood jam, one of the first fire ones! Great Trey/Page interplay Trey builds very nicely",""
"Andy","1987/11/19","Burlington, VT","Fire","Set 1 Closer",281,"Classic Rock","Type 1","Standard Rock Jam (Type 1)","Mixolydian","Mixolydian","Trey","[""Machine Gun Trey""]","One of Trey's most rocking solos of 1987 - his rock deification has begun",""
"Andy","1987/11/19","Burlington, VT","Timber (Jerry)","Set 2 Opener",478,"Prog Rock","Type 2","Basic Tension and Release (Stash)","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[]","Trey switches his delay/reverb into high gear, this is a great glimpse into early 90's Phish - The interplay is REALLY taking off now. The guys can really jam, Finally!",""
"Andy","1987/11/19","Burlington, VT","Dinner and a Movie","Mid 3rd Set",465,"Prog Rock","Type 1","Standard Rock Jam (Type 1)","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Machine Gun Trey""]","song had a jam section at the end of over the changes of the intro- Trey shreds it!",""
"Andy","1987/11/19","Burlington, VT","Whipping Post","Mid 3rd Set",853,"Prog Rock","Type 2","Grateful Dead Type 2","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[]","",""
"Shane","1988/1/27","Waitsfield, VT","Fire","Mid 2nd Set",393,"Classic Rock","Type 1","Plinko","Atonal Dissonant","Atonal Dissonant","Trey","[]","An incredibly psyched out version of fire, taken from the caldera of the volcano to an eruption to touches the edge of space, and then rains down machine gun fire pellets of liquid magma. This is not Jimi's Fire, this is certainly Trey's, Mike is the bubbling mass of lava beneath the surface, where as phishman is the tumbling rocks of a destoryed mountain side, and page is the raging lava flows down the side of the hill. Trey is somewhere between the stratosphere and cruising altitude. Page really carries his own against trey",""
"Shane","1988/1/27","Waitsfield, VT","YEM","Mid 2nd Set",905,"Prog Rock","Type 1","Plinko","Atonal Dissonant","Atonal Dissonant","Trey","[]","",""
"Shane","1988/2/8","Burlington, VT","Phase Dance","Mid-set",476,"Space Funk","Type 1","Bliss","Dynamics (volume..)","Dynamics (volume..)","Trey","[]","3:20 - brings it down so hard, but its still skating around on this floor of ice and just gliding beautifully from page to trey. This is like a song written in the living room at the fortress of solitude. This is some of the coolest space jazz lounge music.",""
"Shane","1988/2/20","Canton, NY","Skin it Back","Set 1 Closer",770,"Deconstruction","Type 2","Dark, Sinister, Evil","Dynamics (volume..)","Dynamics (volume..)","Page","[]","The ending of this song is what makes it, it takes a little while for page to get somewhere, with trey actually just strolling around in nothingness for a while, and page kind of fumbling noticeably but all the while creating a dissonant landscape. Once page takes the reigns you can hear trey about 2 steps back ,and nearly 4 beats, interesting to hear this. Not sure if trey was tryingto pull against page and finally gave in, or if he was so off the chart that it was taking a bit more than planned to come back. In the end page brings us back to earth in a crashing tumble, but trey eases the landing and makes it seem like it felt good.",""
"Shane","1988/2/20","Canton, NY","David Bowie","Set 2 Closer",650,"Deconstruction","Type 2","Ethereal","Loops","Loops","Trey","[""back and forth dueling loops""]","This song barely goes anywhere for a while, its all over the palce each one just finding something that works with trey and then taking it back down. Mike is playign very jazzy and fishman is just keeping it going until there is finally a build up to a drawn out crash and then we finally get to the david bowie and song ends. At 8:00 song finally finds its way into somethign they can all play around on and when they finally get into this groove they just kill it with the david bowie ending and thats all folks",""
"Shane","1988/6/15","Burlington, VT","`Fluffhead","Set 1 Closer",888,"Standard Rock Jam (Type 1)","Type 1","Modal","Narration","Narration","Trey","[""Machine Gun Trey""]","This jam comes from a basic fluffhead jam, starts to drop into some dark udnergreound caverns but only tewmporarily as it ascends to the mountain tops where trey gets on the 50 50 and shoots down the alien invaders fighting for control of your mind and then the clouds apss and the sun opens up on that final beautiful melody to end the song. **Definite thing to take away fromthis one is at this time they know how to take off and explore above the clouds but they dont really know how to make the valleys interesting, its a lot of back and forths and give aways as far as who is leading and who is determining next steps, but in the end trey takes hold and lets shit rip into launch sequence.",""
